index,continent,country,Var,gdpPercap,lifeExp
0,Africa,Algeria,1952,2449.008185,43.077
0,Africa,Algeria,1957,3013.976023,45.685
0,Africa,Algeria,1962,2550.81688,48.303
0,Africa,Algeria,1967,3246.991771,51.407
0,Africa,Algeria,1972,4182.663766,54.518
0,Africa,Algeria,1977,4910.416756000001,58.014
0,Africa,Algeria,1982,5745.160213,61.368
0,Africa,Algeria,1987,5681.358539,65.79899999999999
0,Africa,Algeria,1992,5023.216647,67.744
0,Africa,Algeria,1997,4797.295051,69.152
0,Africa,Algeria,2002,5288.040382,70.994
0,Africa,Algeria,2007,6223.367465,72.301
1,Africa,Angola,1952,3520.610273,30.015
1,Africa,Angola,1957,3827.940465,31.999
1,Africa,Angola,1962,4269.276742,34.0
1,Africa,Angola,1967,5522.776375,35.985
1,Africa,Angola,1972,5473.288004999999,37.928
1,Africa,Angola,1977,3008.647355,39.483
1,Africa,Angola,1982,2756.953672,39.942
1,Africa,Angola,1987,2430.208311,39.906
1,Africa,Angola,1992,2627.845685,40.647
1,Africa,Angola,1997,2277.140884,40.963
1,Africa,Angola,2002,2773.287312,41.003
1,Africa,Angola,2007,4797.231267,42.731
2,Africa,Benin,1952,1062.7522,38.223
2,Africa,Benin,1957,959.6010805,40.358
2,Africa,Benin,1962,949.4990641,42.618
2,Africa,Benin,1967,1035.831411,44.885
2,Africa,Benin,1972,1085.796879,47.014
2,Africa,Benin,1977,1029.161251,49.19
2,Africa,Benin,1982,1277.897616,50.904
2,Africa,Benin,1987,1225.85601,52.337
2,Africa,Benin,1992,1191.207681,53.919
2,Africa,Benin,1997,1232.975292,54.777
2,Africa,Benin,2002,1372.877931,54.40600000000001
2,Africa,Benin,2007,1441.284873,56.728
3,Africa,Botswana,1952,851.2411407,47.622
3,Africa,Botswana,1957,918.2325349,49.618
3,Africa,Botswana,1962,983.6539764,51.52
3,Africa,Botswana,1967,1214.709294,53.298
3,Africa,Botswana,1972,2263.6111140000007,56.024
3,Africa,Botswana,1977,3214.857818,59.319
3,Africa,Botswana,1982,4551.14215,61.484
3,Africa,Botswana,1987,6205.88385,63.622
3,Africa,Botswana,1992,7954.111645,62.745
3,Africa,Botswana,1997,8647.142313,52.556
3,Africa,Botswana,2002,11003.60508,46.63399999999999
3,Africa,Botswana,2007,12569.85177,50.728
4,Africa,Burkina Faso,1952,543.2552413,31.975
4,Africa,Burkina Faso,1957,617.1834647999998,34.906
4,Africa,Burkina Faso,1962,722.5120206,37.814
4,Africa,Burkina Faso,1967,794.8265597,40.697
4,Africa,Burkina Faso,1972,854.7359763000002,43.591
4,Africa,Burkina Faso,1977,743.3870368,46.137
4,Africa,Burkina Faso,1982,807.1985855,48.122
4,Africa,Burkina Faso,1987,912.0631417,49.557
4,Africa,Burkina Faso,1992,931.7527731,50.26
4,Africa,Burkina Faso,1997,946.2949618,50.324
4,Africa,Burkina Faso,2002,1037.645221,50.65
4,Africa,Burkina Faso,2007,1217.032994,52.295
5,Africa,Burundi,1952,339.2964587,39.031
5,Africa,Burundi,1957,379.5646281000001,40.533
5,Africa,Burundi,1962,355.2032273,42.045
5,Africa,Burundi,1967,412.97751360000007,43.548
5,Africa,Burundi,1972,464.0995039,44.057
5,Africa,Burundi,1977,556.1032651,45.91
5,Africa,Burundi,1982,559.6032309999998,47.471
5,Africa,Burundi,1987,621.8188188999999,48.21100000000001
5,Africa,Burundi,1992,631.6998778,44.736
5,Africa,Burundi,1997,463.1151478,45.326
5,Africa,Burundi,2002,446.4035126,47.36
5,Africa,Burundi,2007,430.0706916,49.58
6,Africa,Cameroon,1952,1172.667655,38.523
6,Africa,Cameroon,1957,1313.048099,40.428
6,Africa,Cameroon,1962,1399.607441,42.643
6,Africa,Cameroon,1967,1508.453148,44.799
6,Africa,Cameroon,1972,1684.1465280000002,47.049
6,Africa,Cameroon,1977,1783.432873,49.355
6,Africa,Cameroon,1982,2367.983282,52.96100000000001
6,Africa,Cameroon,1987,2602.664206,54.985
6,Africa,Cameroon,1992,1793.1632780000002,54.31399999999999
6,Africa,Cameroon,1997,1694.337469,52.199
6,Africa,Cameroon,2002,1934.011449,49.856
6,Africa,Cameroon,2007,2042.09524,50.43
7,Africa,Central African Republic,1952,1071.310713,35.463
7,Africa,Central African Republic,1957,1190.844328,37.464
7,Africa,Central African Republic,1962,1193.068753,39.475
7,Africa,Central African Republic,1967,1136.056615,41.478
7,Africa,Central African Republic,1972,1070.013275,43.457
7,Africa,Central African Republic,1977,1109.374338,46.775
7,Africa,Central African Republic,1982,956.7529907,48.295
7,Africa,Central African Republic,1987,844.8763504000002,50.485
7,Africa,Central African Republic,1992,747.9055252,49.396
7,Africa,Central African Republic,1997,740.5063317,46.066
7,Africa,Central African Republic,2002,738.6906068,43.308
7,Africa,Central African Republic,2007,706.016537,44.74100000000001
8,Africa,Chad,1952,1178.665927,38.092
8,Africa,Chad,1957,1308.495577,39.881
8,Africa,Chad,1962,1389.817618,41.716
8,Africa,Chad,1967,1196.810565,43.601000000000006
8,Africa,Chad,1972,1104.103987,45.569
8,Africa,Chad,1977,1133.98495,47.383
8,Africa,Chad,1982,797.9081006,49.517
8,Africa,Chad,1987,952.386129,51.051
8,Africa,Chad,1992,1058.0643,51.724
8,Africa,Chad,1997,1004.961353,51.573
8,Africa,Chad,2002,1156.18186,50.525
8,Africa,Chad,2007,1704.063724,50.651
9,Africa,Comoros,1952,1102.990936,40.715
9,Africa,Comoros,1957,1211.148548,42.46
9,Africa,Comoros,1962,1406.648278,44.467
9,Africa,Comoros,1967,1876.029643,46.472
9,Africa,Comoros,1972,1937.577675,48.944
9,Africa,Comoros,1977,1172.603047,50.93899999999999
9,Africa,Comoros,1982,1267.100083,52.933
9,Africa,Comoros,1987,1315.980812,54.926
9,Africa,Comoros,1992,1246.90737,57.93899999999999
9,Africa,Comoros,1997,1173.618235,60.66
9,Africa,Comoros,2002,1075.811558,62.974
9,Africa,Comoros,2007,986.1478792,65.152
10,Africa,Congo Dem. Rep.,1952,780.5423257,39.143
10,Africa,Congo Dem. Rep.,1957,905.8602303,40.652
10,Africa,Congo Dem. Rep.,1962,896.3146335000001,42.122
10,Africa,Congo Dem. Rep.,1967,861.5932424,44.056
10,Africa,Congo Dem. Rep.,1972,904.8960685,45.989
10,Africa,Congo Dem. Rep.,1977,795.757282,47.804
10,Africa,Congo Dem. Rep.,1982,673.7478181,47.784
10,Africa,Congo Dem. Rep.,1987,672.774812,47.412
10,Africa,Congo Dem. Rep.,1992,457.7191807,45.548
10,Africa,Congo Dem. Rep.,1997,312.188423,42.587
10,Africa,Congo Dem. Rep.,2002,241.1658765,44.966
10,Africa,Congo Dem. Rep.,2007,277.5518587,46.462
11,Africa,Congo Rep.,1952,2125.621418,42.111
11,Africa,Congo Rep.,1957,2315.056572,45.053
11,Africa,Congo Rep.,1962,2464.783157,48.435
11,Africa,Congo Rep.,1967,2677.9396420000007,52.04
11,Africa,Congo Rep.,1972,3213.152683,54.907
11,Africa,Congo Rep.,1977,3259.178978,55.625
11,Africa,Congo Rep.,1982,4879.507522,56.695
11,Africa,Congo Rep.,1987,4201.194936999998,57.47
11,Africa,Congo Rep.,1992,4016.239529,56.433
11,Africa,Congo Rep.,1997,3484.164376,52.962
11,Africa,Congo Rep.,2002,3484.06197,52.97
11,Africa,Congo Rep.,2007,3632.557798,55.322
12,Africa,Cote d'Ivoire,1952,1388.594732,40.477
12,Africa,Cote d'Ivoire,1957,1500.895925,42.469
12,Africa,Cote d'Ivoire,1962,1728.8694280000002,44.93
12,Africa,Cote d'Ivoire,1967,2052.050473,47.35
12,Africa,Cote d'Ivoire,1972,2378.201111,49.801
12,Africa,Cote d'Ivoire,1977,2517.736547,52.374
12,Africa,Cote d'Ivoire,1982,2602.710169,53.983
12,Africa,Cote d'Ivoire,1987,2156.9560690000008,54.655
12,Africa,Cote d'Ivoire,1992,1648.073791,52.044
12,Africa,Cote d'Ivoire,1997,1786.265407,47.99100000000001
12,Africa,Cote d'Ivoire,2002,1648.800823,46.832
12,Africa,Cote d'Ivoire,2007,1544.750112,48.328
